! Vector_h[k, Row]
54.6378153163, 27.2521462047, 0, 518.89217005, 19.5041751687, 412.808914667, 2821.52994004, 1109.8035529, 30.636087986, 30.9919709597, 5844.59024525, 1032.12415006, 0, 221.510526584, 871.128004137, 0, 259.274720763, 0, 197.651928931, 160.124381223, 24.4866298655, 523.868846296, 952.013920577, 0, 1010.12059467, 297.210602606, 4207.76679272, 493.413753396, 419.515228036, 0, 120.181432652, 297.955352332, 385.473400025, 16419.1658934, 498.757716192, 448.019109062, 3524.47892579, 3026.19900337, 0, 161.966265171, 2084.83531886, 1048.29111526, 188.530442834, 649.320230152, 0, 0, 215.741600394, 32.7992919261, 1209.05918705, 244.230186378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
122.629947485, 46.880467601, 850.028196395, 1419.89246856, 33.0926600588, 570.404709438, 3449.30212522, 1304.9300875, 17.9876479254, 14.8615854161, 4509.12971597, 1408.30383384, 0, 103.364823353, 302.705949297, 588.717389599, 292.447749059, 5323.37564618, 316.058962729, 99.3771447308, 36.4430538655, 789.502442479, 0, 349.249590974, 887.178262893, 332.084466631, 4944.91913921, 611.977391367, 384.519422287, 331.748664358, 0, 286.654232801, 0, 14722.6157899, 151.023060641, 404.929469756, 4096.06514782, 1387.41985365, 508.178035975, 236.637985328, 0, 1351.83599556, 484.856396101, 688.761098142, 2064.45670401, 238.079199202, 0, 68.3980944366, 434.501286137, 243.015376391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
108.355989008, 110.119636574, 618.972084952, 0, 27.781651528, 270.643036091, 2091.09047382, 41.1083943538, 20.9920675028, 29.6153207567, 6600.75178836, 917.620885376, 200.591735019, 121.252631113, 529.926417725, 736.61047695, 144.181215157, 1749.62577445, 66.523848413, 9.63081429984, 52.2426546508, 0, 1030.10355847, 307.638308381, 892.177401562, 517.868404093, 5085.06974269, 542.713338633, 352.347748437, 0, 284.952243073, 344.175298483, 644.250937237, 12174.6308495, 404.163567575, 438.452940477, 3412.22065149, 2899.6600579, 0, 392.220727919, 1934.40921417, 795.691044351, 209.365311713, 398.733825021, 4836.25036482, 449.771323433, 0, 48.0450204299, 1319.95476083, 274.193027047, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
89.6409265411, 125.436952276, -16.642296192, 1464.98131196, 27.3769221358, 894.796932781, 186.275855155, 1068.63269195, 27.1704682784, 34.24942561, 6070.80395988, -71.2582332189, 2312.61608421, 122.417490495, 649.535439657, 639.028107535, 48.3143127602, 5302.48750687, 0, 253.714305148, 9.0984698803, 1113.41071159, 631.979375807, 188.096405535, 0, 0, 4546.20536013, 494.026482494, 314.092499252, 381.595464196, 276.774808706, 360.058788139, 680.384841797, 11160.0785732, 596.944721046, 401.275222192, 0, 1831.2429337, 804.938004185, 0, 0, 899.582254828, 0, 276.119456564, 1681.93847249, 0, 258.70414315, 59.1399235714, 2032.89694312, 211.775263678, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
119.752161186, 161.774690753, 900.029643942, 0, 51.942547329, 345.404937471, 2116.98995561, 303.150827618, 25.7671107672, 32.7771778784, 6130.58188963, 275.647878145, 1150.60271092, 134.586070785, 793.3000319, 778.823053571, 162.172507327, 1788.07534794, 391.586436391, 373.499685558, 29.496203047, 842.125328624, 604.761926511, 427.701189155, 1002.01854846, 473.97276328, 4489.50038768, 484.889667857, 505.492384399, 464.664506065, 309.164173525, 428.858015356, 432.357851429, 14741.853359, 505.090175679, 352.339154992, 4351.66058881, 2628.26989701, 960.814193355, 495.12547149, 1576.77981594, 692.524007175, 188.226887497, 142.357322821, 3821.65067537, 1204.82379815, 76.2724096552, 40.5496398457, 1546.49425207, 239.434700806, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
145.433505054, -3.24964676081, 277.967997301, 1753.48816402, 0, 0, 2121.22893175, 0, 43.3013743968, 41.585988569, 7306.58787842, 903.754214762, 546.041879208, 177.830207807, 669.414538914, 0, 384.112422861, 3909.14495877, 235.284166083, 18.8849046586, 37.7441269084, 1253.6622628, 241.428916546, 303.081474072, 1136.96282315, 335.942058822, 0, 644.679383272, 516.867576161, 557.598943236, 203.528229721, 93.0650662495, 1081.31165558, 19456.5701868, 18.199327921, 432.301330836, 2545.87430878, 2754.19291673, 0, 213.350283135, 1220.46449699, 1429.61446333, 194.386778567, 0, 502.24827671, 0, 0, 56.7318730737, 1722.48526773, 264.872314247, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 100.276921279, 610.933690718, 1051.60077572, 52.4765982793, 748.983974197, 3598.10660227, 2016.16169279, 42.0198629366, 24.0432787694, 3152.04137738, 1372.94184399, 2389.48459923, 132.226307615, 1202.82535484, 420.641794274, 180.420157987, 5305.01533857, 26.5479842247, 150.926691815, 59.9833537186, 288.221850797, 0, 0, 799.724271456, 335.693531991, 3571.02491599, 429.674691877, 0, 509.631128904, 307.718650972, 134.062646789, 873.579461658, 17022.5495419, 260.000538213, 352.771270831, 3350.2847549, 0, 1000.08709339, 357.215934193, 2088.72474087, 1988.79093693, 181.951050488, 369.487984713, 214.972923931, 513.441232665, 332.285952279, 48.8864653034, 1981.77426432, 286.634855949, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
141.537694584, -19.3039108538, 628.20977271, 1083.3761276, 4.61337418208, 387.193120871, 2210.55816063, -207.604558027, 37.4691963654, 28.2173995154, 6198.82401888, 1293.35710434, 2544.05512567, 116.522577144, 270.131842848, 0, 117.383122595, 4824.14818928, 424.723028877, 173.341877189, 5.17880751453, 240.822097155, 365.132527118, 308.870132915, 0, 118.099970267, 3100.63497402, 655.663814315, 354.166914586, 693.056556169, 300.440342994, 0, 718.723641321, 13601.0975784, 348.377029804, 395.938320418, 2282.34280599, 2586.06260724, 1112.6122944, 66.6536014142, 1362.14354666, 0, 263.653036443, 206.106861488, 2083.87156515, 1493.10873735, 106.829249653, 50.5888560129, 1609.87572388, 241.322754338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
85.8672813889, 87.6513107512, 531.064867809, 1805.04226684, 32.5846995339, 617.663982818, 2094.77424003, 1918.05752608, 27.4307915235, 26.6485628725, 0, 661.957927449, 1788.49304832, 217.714921048, -25.5642468944, 371.266615943, 146.754673433, 4964.83553103, 403.959250215, 314.519613513, 31.5517420394, 601.135872591, 162.961569545, 194.648486582, 816.758075079, 218.326172215, 6995.48894294, 598.817297708, 319.666237726, 519.130994121, 248.389137059, 359.23439498, 383.388762049, 9384.57478603, 350.669176503, 340.865277166, 3560.73574818, 0, 1078.81512065, 343.306786685, 1358.40686025, 0, 304.72184639, 974.241797751, 1078.49080076, 0, 203.499960126, 51.3328875204, 1417.18651742, 169.463975566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
116.33170804, 133.476755245, 947.79794066, 1110.05304628, 20.9638705388, 391.633136492, 2335.35555765, 1374.82252753, 36.1827226399, 24.0467368345, 5226.19703824, 739.786900433, 1572.02258678, 240.036254108, 0, 894.08353416, 80.4507113834, 2720.782891, 93.4064390757, 145.405037443, 13.428493826, 1041.79123026, 632.552628898, 114.561232593, 710.22984931, 284.365011752, 4646.87281008, 0, 454.908247463, 0, 279.679707879, 294.302921898, 559.276704116, 12887.9788568, 0, 333.852570308, 3668.38556963, 777.617681684, 603.272412219, 0, 1758.63293271, 1221.54236046, 135.646844369, 450.358907946, 969.632017046, 901.005762674, 290.253111003, 53.2299119224, 1477.15864923, 188.511911228, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
