! Vector_c[FirstStCol]
7500, 7500, 7500, 7500, 7500, 7500, 7500, 7500, 7500, 7500, 0, 7500, 7500, 7500, 7500, 7500, 7500, 7500, 7500, 7500, 7500, 7500, 7500, 7500, 7500
! Vector_d[SecondStCol]
46.1625, 36.8375, 7.3125, 24.2125, 55.3375, 11.4875, 34.5875, 30.6625, 61.2375, 45.6125, 25.6625, 19.5625, 26.0625, 13.6625, 27.9375, 45.4625, 31.1125, 26.0125, 37.3625, 44.0875, 41.6125, 28.7125, 21.9375, 16.0625, 29.5625, 12.2375, 64.4375, 19.1625, 17.8125, 25.2125, 16.1375, 14.5125, 19.6375, 28.8625, 29.9875, 32.9375, 26.5875, 27.4625, 77.2625, 21.7875, 22.6125, 35.5625, 58.5875, 33.9625, 75.2625, 77.9125, 70.1625, 51.8875, 23.2625, 31.9625, 70.925, 62.725, 39.3, 22.425, 69.425, 42.4, 12.025, 24.375, 75.175, 62.35, 37.475, 35.475, 28.975, 35.275, 58.625, 63.125, 46.425, 30.675, 49.175, 72.375, 53.425, 60.35, 36.075, 42.275, 48.75, 36.05, 93.125, 38.325, 46.575, 51.425, 48.125, 41.45, 51.25, 17.75, 55.6, 49.675, 20.05, 28.725, 92.45, 26.275, 42.075, 47.375, 75.325, 65.15, 94.05, 91, 83.25, 80.175, 23.375, 54.05, 52.4, 44.2, 29.2, 15.725, 50.9, 28.975, 18.2, 5.85, 56.65, 43.825, 18.95, 16.95, 10.45, 28.6, 41.3, 44.6, 27.9, 12.15, 30.65, 53.85, 34.9, 44.7, 17.55, 35.6, 30.225, 24.275, 74.6, 19.8, 29.3, 44.75, 35.625, 24.475, 37.85, 15.75, 37.075, 31.15, 16.225, 12.35, 73.925, 19.6, 23.55, 28.85, 56.8, 46.625, 75.525, 72.475, 64.725, 61.65, 16.7, 35.525, 35.75, 27.55, 20.65, 22.2, 34.25, 18.575, 27.75, 15.4, 40.15, 27.175, 2.3, 9.325, 10.8, 23.975, 26.5, 27.95, 11.25, 9.1, 14, 37.2, 18.25, 32.425, 6.9, 29.375, 13.575, 16.65, 57.975, 9.675, 15.475, 38.525, 25.225, 13.45, 25.325, 25, 22.15, 14.5, 22.7, 14, 57.275, 23.85, 9.4, 12.2, 40.15, 32.5, 58.875, 55.825, 48.075, 45, 21.4, 18.875, 39.5625, 30.2125, 13.6125, 15.9125, 40.3375, 13.3875, 24.8125, 12.4625, 46.2375, 32.8375, 8.3875, 1.3625, 7.8625, 16.0125, 25.7375, 32.6625, 17.3375, 7.8125, 20.0875, 40.3875, 24.3375, 29.1125, 4.0875, 22.3625, 16.7625, 8.7625, 60.6125, 4.2125, 13.7125, 31.5125, 20.0375, 8.8875, 22.2625, 20.2375, 23.3625, 20.1625, 17.9625, 9.2625, 63.1125, 15.8875, 9.8125, 18.2875, 45.8125, 32.5375, 64.5375, 61.9125, 54.1625, 48.1875, 14.9625, 21.8375, 45.4875, 37.0125, 22.2875, 15.0125, 43.9875, 22.0625, 20.4875, 8.1375, 49.8875, 36.9125, 12.0375, 10.0375, 3.5375, 24.6875, 34.3875, 37.6875, 20.9875, 7.6375, 23.7375, 46.9375, 27.9875, 37.7875, 10.6125, 31.0375, 23.3125, 17.3625, 67.4125, 12.8875, 22.3875, 40.1875, 28.7125, 17.5625, 30.9375, 17.8125, 30.1625, 24.2375, 15.5125, 6.8125, 67.0125, 17.1375, 16.6125, 21.9375, 49.8875, 39.7125, 68.6125, 65.5625, 57.8125, 54.7375, 14.2125, 28.6125, 29.9625, 21.1375, 32.5125, 48.0875, 49.1625, 28.3375, 58.4875, 47.3375, 55.0625, 35.4125, 36.0875, 36.2625, 42.7375, 38.8375, 11.8875, 32.7625, 30.3375, 41.8875, 40.6125, 28.0375, 42.8625, 18.4875, 35.6625, 39.2875, 24.8125, 34.4625, 48.3875, 33.4125, 23.9125, 48.4375, 28.0375, 29.8875, 24.5375, 52.7625, 17.7875, 29.6875, 50.4625, 44.1625, 67.5625, 46.5125, 29.6625, 36.8125, 45.4625, 18.6625, 60.1375, 71.7375, 63.9875, 35.8375, 47.1375, 22.0875, 26.35, 26.05, 52.575, 59.975, 30.825, 48.75, 65.525, 53.175, 36.725, 17.075, 40.075, 45.725, 48.575, 58.1, 35.3, 14.425, 31.5, 46.875, 40.375, 32.675, 42.625, 41.9, 43.275, 59.7, 30.325, 50.775, 48.25, 44.125, 42.425, 68.85, 51.45, 45.375, 47.95, 62.775, 32.9, 27.875, 60.475, 51.775, 48.725, 60.25, 37.275, 36.575, 28.675, 41.5, 48.775, 53.275, 45.65, 40.475, 59.175, 28.925, 44.0375, 35.8375, 22.4875, 19.3875, 42.5375, 22.2625, 22.4375, 10.0875, 48.2875, 35.4625, 10.5875, 10.2375, 7.8875, 24.8875, 33.7875, 36.2375, 19.5375, 3.7875, 22.2875, 45.4875, 26.5375, 37.9875, 11.3625, 31.2375, 21.8625, 17.5625, 66.2625, 13.0875, 22.5875, 40.3875, 28.9125, 17.7625, 31.1375, 19.9875, 29.5625, 22.7875, 19.8875, 11.1875, 66.4125, 21.4875, 16.0125, 20.4875, 48.4375, 39.1125, 67.1625, 64.1125, 56.3625, 53.2875, 18.5875, 27.1625, 36.9625, 29.6875, 35.2375, 51.7625, 57.7125, 31.7875, 62.1625, 52.6875, 63.6125, 43.9625, 43.9625, 41.5875, 48.0875, 41.5875, 20.4375, 41.3125, 38.8875, 48.0375, 49.1625, 34.5125, 51.4125, 13.8375, 41.5125, 38.2125, 33.3625, 38.1375, 54.8625, 38.7375, 29.2375, 47.3625, 26.4125, 35.2125, 22.9125, 56.4125, 26.3375, 38.2375, 54.1375, 49.4875, 76.1125, 49.7125, 36.8625, 45.3625, 54.0125, 19.0875, 66.6125, 80.2375, 72.5375, 42.3125, 50.7875, 30.6375, 35.75, 26.4, 14.625, 17.275, 36.55, 12.575, 24.05, 11.7, 42.3, 29.025, 4.6, 2.725, 7.075, 17.025, 23.775, 28.85, 13.55, 7.575, 16.3, 37.5, 20.55, 27.675, 0, 23.375, 12.95, 9.7, 56.8, 2.775, 12.275, 32.525, 19.225, 7.45, 21.45, 20.275, 19.55, 16.35, 17.975, 9.275, 60.675, 17.25, 6, 14.5, 42, 29.1, 60.725, 58.125, 50.375, 44.375, 16.325, 18.025, 28.65, 20.45, 28.725, 36.425, 32.75, 24.9, 43.2, 30.85, 38.65, 24.025, 17.75, 21.875, 26.25, 34.25, 19.4, 22.375, 12, 24.55, 22.275, 30.1, 24.525, 26, 19.425, 35.85, 6.475, 26.925, 50.875, 20.275, 18.575, 45, 29.625, 21.525, 28.3, 39.7, 15.05, 11.35, 37.4, 28.7, 55.675, 36.4, 13.425, 18.475, 36.625, 26.175, 55.725, 55.325, 47.575, 37.9, 35.475, 11.775, 50.625, 58.8, 85.525, 101.1, 64.7, 81.35, 109.5, 97.15, 58.8, 60.95, 84.075, 87.65, 92.275, 91.85, 64.9, 62.225, 77.25, 90.875, 86.125, 48.75, 80.7, 69.425, 85.2, 92.85, 72.8, 87.475, 28.4, 86.05, 76.95, 102, 81.05, 82.925, 77.55, 105.45, 65.65, 73.625, 103.175, 94.475, 58.1, 99.525, 79.2, 82.325, 47.975, 64.175, 40.15, 62.65, 67.3, 40.95, 101.05, 67.475, 34.5125, 25.1625, 16.6375, 30.3125, 44.5125, 12.4625, 40.6875, 29.5875, 50.4125, 35.7875, 19.3125, 18.4875, 24.9875, 22.9625, 18.1625, 34.1375, 22.2625, 24.9375, 31.9125, 34.3375, 34.1625, 21.5375, 18.4125, 23.4125, 18.2375, 16.6875, 54.6875, 15.6375, 6.1375, 32.5625, 15.9875, 12.1125, 15.9875, 34.9625, 18.3125, 23.1125, 32.6875, 26.3875, 68.5375, 28.7125, 13.7625, 28.1125, 47.4625, 24.9625, 63.5875, 67.0875, 59.3375, 42.1375, 29.3625, 20.2875, 70.8875, 62.0625, 34.1625, 45.2625, 81.0625, 36.3625, 55.6625, 55.1625, 86.9625, 72.3375, 52.4875, 46.4125, 52.9125, 32.4125, 52.8125, 70.6875, 57.9375, 52.8625, 64.1875, 69.5125, 68.4375, 49.7875, 48.7875, 25.4125, 54.7875, 39.0875, 89.8625, 46.0125, 42.6875, 16.2625, 37.2125, 41.3375, 40.7125, 49.9375, 54.8625, 58.6625, 47.6625, 51.7125, 104.1125, 41.4125, 48.3375, 62.3875, 84.0125, 55.0375, 100.1375, 103.6375, 95.8875, 77.3125, 44.3125, 56.8375, 41.45, 32.625, 23.05, 39.575, 58.825, 19.6, 49.95, 42.725, 64.725, 46.9, 33.75, 31.625, 38.125, 29.4, 23.375, 44.25, 36.7, 38.075, 46.35, 39.525, 48.6, 19.8, 32.175, 26.025, 32.55, 25.95, 59.875, 29.4, 20.575, 35.175, 14.225, 24.725, 10.725, 44.6, 29.275, 37.425, 42.325, 39.525, 79.025, 37.525, 28.2, 42.55, 56.925, 25.05, 71.625, 83.225, 75.475, 47.325, 38.6, 33.55, 65.5375, 56.7875, 31.6875, 14.8125, 64.7875, 34.7875, 15.8625, 20.0375, 70.5375, 57.7125, 32.8375, 29.0125, 24.4125, 27.6625, 51.0125, 58.4875, 41.7875, 26.3375, 44.5375, 67.8875, 48.7875, 52.7125, 30.4125, 34.6625, 43.3625, 28.4375, 87.1875, 31.8625, 38.9625, 43.8125, 40.5125, 33.8375, 44.0125, 10.1375, 49.9375, 45.0375, 12.4125, 21.1125, 87.8125, 18.6625, 36.4125, 42.7375, 70.6875, 57.7875, 89.4125, 86.3625, 78.6125, 74.7875, 15.7625, 48.4375, 62.0875, 53.3625, 28.2625, 11.3625, 61.3375, 31.3375, 17.0125, 19.3625, 67.2375, 54.2625, 29.3875, 25.5875, 20.9625, 24.2375, 47.5625, 55.0375, 38.3375, 25.0875, 41.1125, 63.7375, 45.3375, 49.2875, 26.9625, 31.2375, 39.9125, 24.9875, 83.7625, 28.4375, 35.5375, 40.3875, 37.0875, 30.3875, 40.5875, 11.2625, 46.5125, 41.5875, 8.9875, 17.6875, 84.3625, 15.2375, 32.9625, 39.2875, 67.2375, 54.3625, 85.9625, 82.9125, 75.1625, 71.3375, 12.3125, 44.9875, 49.0375, 40.3125, 24.7875, 12.8375, 48.3125, 24.5625, 21.3375, 11.1375, 54.2125, 41.2125, 16.3375, 12.5375, 7.9125, 23.9375, 36.9125, 41.9875, 25.2875, 12.0375, 28.0625, 50.4875, 32.3125, 40.2875, 13.9125, 30.9375, 26.8625, 19.8625, 70.7125, 15.3875, 24.8875, 40.0875, 31.2125, 20.0625, 33.4375, 15.6125, 33.4625, 28.5375, 13.3375, 4.6375, 71.3375, 14.9625, 19.9125, 26.2625, 54.1875, 43.0125, 72.9125, 69.8875, 62.1375, 58.2875, 12.0375, 31.9375, 32.75, 23.4, 18.3, 26, 35.75, 14.975, 33.05, 20.7, 41.65, 26.025, 10.1, 11.45, 16.075, 23.825, 20.775, 25.85, 11.5, 15.225, 21.15, 33.575, 23.4, 26.025, 9, 25.925, 9.95, 16.5, 53.8, 9.85, 10.625, 35.075, 19.2, 11.1, 20.475, 29.275, 16.55, 13.35, 26.975, 18.275, 57.675, 25.975, 3, 17.35, 39, 26.1, 57.725, 58.325, 50.575, 42.3, 25.05, 15.025, 41.325, 33.225, 35.5, 37.075, 29.3, 33.425, 42.6, 30.25, 35.05, 28.625, 17.15, 24.175, 25.65, 38.825, 32.175, 29.4, 13.725, 23.95, 11.05, 42.875, 13.3, 38.775, 21.75, 44.225, 19.25, 31.5, 61.175, 24.525, 29.225, 53.375, 37.8, 28.3, 39.075, 39.85, 27.85, 15.95, 37.55, 28.875, 52.325, 38.7, 21.6, 7.25, 41.6, 38.95, 60.325, 50.875, 43.125, 50.675, 36.275, 24.55, 45.625, 45.325, 72.275, 78.75, 37.725, 68.65, 84.3, 71.95, 31.825, 33.975, 58.85, 65.45, 67.35, 77.8, 54.575, 35.25, 50.275, 65.65, 59.15, 51.95, 53.725, 61.175, 63, 79.6, 51.15, 71.025, 40.575, 63.825, 62.325, 88.75, 70.7, 68.3, 67.2, 81.55, 52.175, 46.65, 79.25, 70.55, 43.1, 79.975, 57, 55.35, 21, 61.35, 41.525, 47.65, 40.75, 53.125, 77.95, 48.175, 60.5875, 68.7875, 98.3125, 106.8375, 65.8125, 94.1375, 112.3875, 100.0375, 59.9125, 62.0625, 86.9375, 93.5375, 95.4375, 104.6375, 78.6125, 64.7125, 78.3625, 93.7375, 87.2375, 62.4625, 81.8125, 83.1375, 91.0875, 105.0875, 79.6125, 98.3625, 42.1125, 91.9125, 87.8125, 114.2375, 94.1875, 93.7875, 91.2625, 109.6375, 75.6375, 74.7375, 107.3375, 98.6375, 48.3125, 108.0625, 85.0875, 83.4375, 50.8875, 77.8875, 30.3625, 52.8625, 57.5125, 54.6625, 106.0625, 77.4625, 79.8375, 79.5375, 99.6625, 102.4875, 51.6375, 96.3375, 108.0375, 95.6875, 45.7375, 65.2625, 82.5875, 89.6125, 91.0875, 105.1875, 88.9125, 67.9125, 77.6625, 89.3875, 73.1125, 83.6625, 66.6375, 95.4625, 87.1875, 107.2875, 77.9125, 96.9375, 63.3125, 91.2125, 90.0125, 116.4375, 100.5875, 92.4875, 101.5625, 105.2875, 86.3875, 74.0375, 102.9875, 94.3125, 33.6125, 104.1375, 84.3875, 72.6875, 55.7125, 95.7125, 51.5625, 29.0625, 36.8125, 75.8625, 101.7125, 82.5375, 59.3375, 50.4125, 24.1125, 9.1125, 59.2375, 27.1875, 19.5125, 19.0125, 64.9875, 52.1375, 27.2625, 21.7625, 18.8375, 20.0625, 43.4125, 52.9125, 36.2125, 22.9625, 38.9875, 59.5625, 43.2375, 45.1125, 24.4875, 27.0625, 37.1625, 20.8375, 80.8125, 24.6125, 31.3875, 36.2125, 32.9375, 26.2375, 36.0375, 13.7875, 43.7625, 39.4625, 11.4875, 15.5625, 83.7875, 11.0875, 30.2125, 37.1875, 65.1125, 50.1875, 83.8625, 80.8125, 73.0625, 67.3625, 8.1625, 42.2375
! Vector_b
71239.154612484
! Matrix_A[FirstStCol]
58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268, 58268
! Matrix_T[Row, FirstStCol]
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
